Index,Protein_ID,NUM_TM,Category,pLDDT_mean_CA,pLDDT_mean_all
3884,Q96QU1,1,single-pass transmembrane,66.4901,66.8004
3885,Q96QZ0,4,medium transmembrane,81.766,81.665
3886,Q96R08,7,GPCR transmembrane,88.9446,88.8387
3887,Q96R09,7,GPCR transmembrane,91.0392,90.9132
3888,Q96R27,7,GPCR transmembrane,86.4841,86.1901
3889,Q96R28,8,large transmembrane,79.6059,79.1229
3890,Q96R30,7,GPCR transmembrane,80.3856,79.9089
3891,Q96R45,7,GPCR transmembrane,78.0985,77.9725
3892,Q96R47,7,GPCR transmembrane,84.8436,84.6185
3893,Q96R48,7,GPCR transmembrane,88.0177,87.7841
3894,Q96R54,7,GPCR transmembrane,85.9694,85.9745
3895,Q96R67,7,GPCR transmembrane,89.4414,89.3805
3896,Q96R69,7,GPCR transmembrane,91.1343,90.9639
3897,Q96R72,7,GPCR transmembrane,84.7104,84.8253
3898,Q96R84,7,GPCR transmembrane,83.4164,83.2929
3899,Q96RA2,7,GPCR transmembrane,87.3661,87.7098
3900,Q96RB7,7,GPCR transmembrane,86.904,87.0329
3901,Q96RC9,7,GPCR transmembrane,89.9319,89.9417
3902,Q96RD0,7,GPCR transmembrane,90.1758,90.1061
3903,Q96RD1,7,GPCR transmembrane,90.2018,90.1403
3904,Q96RD2,7,GPCR transmembrane,87.3106,87.2536
3905,Q96RD3,7,GPCR transmembrane,80.9841,80.8765
3906,Q96RD6,5,medium transmembrane,57.3638,58.151
3907,Q96RD7,5,medium transmembrane,74.337,74.8202
3908,Q96RD9,1,single-pass transmembrane,76.2527,76.7249
3909,Q96RI0,7,GPCR transmembrane,80.3266,80.834
3910,Q96RI8,7,GPCR transmembrane,90.7766,90.9324
3911,Q96RI9,7,GPCR transmembrane,90.1295,90.1357
3912,Q96RJ0,7,GPCR transmembrane,89.8918,89.9728
3913,Q96RJ3,1,single-pass transmembrane,63.4572,64.4759
3914,Q96RL6,1,single-pass transmembrane,73.7897,74.4202
3915,Q96RN1,11,large transmembrane,69.0485,68.9032
3916,Q96RP7,1,single-pass transmembrane,79.3035,80.2859
3917,Q96RP8,6,medium transmembrane,80.9882,81.9813
3918,Q96RT6,1,single-pass transmembrane,69.6389,70.6736
3919,Q96RV3,14,large transmembrane,56.6193,57.722
3920,Q96S06,9,large transmembrane,90.1762,90.6518
3921,Q96S37,12,large transmembrane,86.1812,86.4252
3922,Q96S52,2,medium transmembrane,85.1692,85.1938
3923,Q96S66,3,medium transmembrane,60.9352,61.5429
3924,Q96S97,8,large transmembrane,85.6193,86.0133
3925,Q96SA4,10,large transmembrane,77.7481,78.653
3926,Q96SE0,1,single-pass transmembrane,90.7089,90.7367
3927,Q96SJ8,4,medium transmembrane,90.0562,89.9717
3928,Q96SK2,2,medium transmembrane,68.0137,69.2802
3929,Q96SL1,12,large transmembrane,83.8678,84.3869
3930,Q96SN7,4,medium transmembrane,79.9137,80.3577
3931,Q96SQ9,1,single-pass transmembrane,93.0058,93.1722
3932,Q96T53,11,large transmembrane,88.7074,88.7648
3933,Q96T54,4,medium transmembrane,76.573,76.9716
3934,Q96T55,4,medium transmembrane,81.5489,82.1039
3935,Q96T83,13,large transmembrane,67.8928,68.3199
3936,Q96TA0,1,single-pass transmembrane,83.5806,83.835
3937,Q96TA2,1,single-pass transmembrane,71.3907,71.1078
3938,Q96TC7,1,single-pass transmembrane,72.4242,73.6631
3939,Q99062,1,single-pass transmembrane,73.7888,74.4135
3940,Q99075,1,single-pass transmembrane,66.3186,66.5972
3941,Q99102,1,single-pass transmembrane,57.1907,58.5342
3942,Q99250,24,large transmembrane,68.3865,68.8709
3943,Q99437,4,medium transmembrane,92.3925,92.2419
3944,Q99442,1,single-pass transmembrane,65.3866,65.518
3945,Q99463,6,medium transmembrane,80.0977,80.3028
3946,Q99466,1,single-pass transmembrane,61.5728,61.8174
3947,Q99467,1,single-pass transmembrane,93.285,93.2393
3948,Q99500,7,GPCR transmembrane,79.5393,80.0482
3949,Q99518,1,single-pass transmembrane,95.2408,95.2567
3950,Q99523,1,single-pass transmembrane,83.1246,83.4961
3951,Q99527,7,GPCR transmembrane,79.2058,79.7075
3952,Q99571,2,medium transmembrane,89.6109,89.7692
3953,Q99572,2,medium transmembrane,87.6447,87.9336
3954,Q99595,4,medium transmembrane,81.7658,80.3878
3955,Q99624,11,large transmembrane,78.5622,78.6118
3956,Q99643,3,medium transmembrane,90.5125,90.4235
3957,Q99650,1,single-pass transmembrane,73.7503,74.3365
3958,Q99665,1,single-pass transmembrane,73.4024,73.6653
3959,Q99675,1,single-pass transmembrane,80.2503,80.417
3960,Q99677,7,GPCR transmembrane,80.3663,80.3057
3961,Q99678,7,GPCR transmembrane,79.2339,80.2144
3962,Q99679,8,large transmembrane,83.3139,83.933
3963,Q99680,7,GPCR transmembrane,72.6861,72.5366
3964,Q99705,7,GPCR transmembrane,74.4208,75.7012
3965,Q99706,1,single-pass transmembrane,70.2449,70.5217
3966,Q99712,2,medium transmembrane,85.136,85.5799
3967,Q99720,1,single-pass transmembrane,93.5563,93.4929
3968,Q99726,6,medium transmembrane,76.2447,76.5762
3969,Q99735,4,medium transmembrane,94.0947,93.9407
3970,Q99758,12,large transmembrane,80.9602,81.1581
3971,Q99788,7,GPCR transmembrane,78.4869,78.3017
3972,Q99795,1,single-pass transmembrane,85.9113,85.4853
3973,Q99805,9,large transmembrane,85.017,85.2289
3974,Q99808,11,large transmembrane,87.4086,87.9108
3975,Q99835,7,GPCR transmembrane,72.8184,73.6319
3976,Q99884,12,large transmembrane,85.4613,85.7663
3977,Q99928,4,medium transmembrane,75.3421,75.5406
3978,Q99941,1,single-pass transmembrane,54.2804,55.3091
3979,Q99942,1,single-pass transmembrane,68.1212,69.3149
3980,Q99943,1,single-pass transmembrane,90.7082,91.2526
3981,Q99946,3,medium transmembrane,53.5519,53.5862
3982,Q99965,1,single-pass transmembrane,81.6984,81.3143
3983,Q99999,1,single-pass transmembrane,89.0822,89.8017
3984,Q9BPV8,7,GPCR transmembrane,83.5467,83.8075
3985,Q9BQ31,6,medium transmembrane,78.9872,79.1513
3986,Q9BQ49,2,medium transmembrane,66.4663,66.4702
3987,Q9BQ51,1,single-pass transmembrane,86.3454,86.2605
3988,Q9BQA9,2,medium transmembrane,83.349,83.7628
3989,Q9BQB6,4,medium transmembrane,91.7583,91.6922
3990,Q9BQD7,1,single-pass transmembrane,82.0033,82.6548
3991,Q9BQG1,1,single-pass transmembrane,68.8854,70.6013
3992,Q9BQI7,1,single-pass transmembrane,61.5984,63.1131
3993,Q9BQJ4,4,medium transmembrane,86.5429,86.202
3994,Q9BQQ7,1,single-pass transmembrane,77.2537,78.0872
3995,Q9BQS2,1,single-pass transmembrane,76.429,77.3719
3996,Q9BQS7,1,single-pass transmembrane,89.588,89.6627
3997,Q9BQT9,1,single-pass transmembrane,77.7861,78.3794
3998,Q9BR26,6,medium transmembrane,74.9954,74.731
3999,Q9BR39,1,single-pass transmembrane,64.384,65.451
4000,Q9BRB3,2,medium transmembrane,63.8522,64.5129
4001,Q9BRI3,4,medium transmembrane,76.6878,76.5738
4002,Q9BRK0,2,medium transmembrane,64.0934,64.5752
4003,Q9BRK3,1,single-pass transmembrane,75.4495,76.0893
4004,Q9BRL7,4,medium transmembrane,82.6369,82.8987
4005,Q9BRN9,4,medium transmembrane,79.5592,80.3442
4006,Q9BRQ5,4,medium transmembrane,71.2995,72.2459
4007,Q9BRR3,3,medium transmembrane,87.966,88.2163
4008,Q9BRV3,7,GPCR transmembrane,89.818,89.5139
4009,Q9BRX8,1,single-pass transmembrane,88.3532,88.3922
4010,Q9BRY0,8,large transmembrane,81.3097,81.1481
4011,Q9BS86,1,single-pass transmembrane,82.2057,82.6186
4012,Q9BS91,10,large transmembrane,76.6629,76.4408
4013,Q9BSA4,5,medium transmembrane,82.0428,81.835
4014,Q9BSA9,12,large transmembrane,81.4075,81.4537
4015,Q9BSE2,5,medium transmembrane,61.2053,61.8028
4016,Q9BSE4,2,medium transmembrane,60.478,61.6402
4017,Q9BSJ5,2,medium transmembrane,44.1031,44.3714
4018,Q9BSJ8,2,medium transmembrane,77.9263,78.7221
4019,Q9BSK0,4,medium transmembrane,85.2616,85.1556
4020,Q9BSK2,6,medium transmembrane,84.2533,84.6807
4021,Q9BSN7,4,medium transmembrane,71.449,71.3827
4022,Q9BSR8,5,medium transmembrane,70.1633,70.524
4023,Q9BT22,1,single-pass transmembrane,93.0124,93.1715
4024,Q9BT67,4,medium transmembrane,62.5091,63.1719
4025,Q9BT88,1,single-pass transmembrane,76.0201,76.4621
4026,Q9BTD3,8,large transmembrane,74.017,74.1687
4027,Q9BTN0,1,single-pass transmembrane,78.237,79.1002
4028,Q9BTV4,4,medium transmembrane,89.8294,89.8061
4029,Q9BTX1,6,medium transmembrane,75.5809,76.4173
4030,Q9BTX3,4,medium transmembrane,76.5218,76.9211
4031,Q9BU23,11,large transmembrane,86.884,87.5729
4032,Q9BU79,3,medium transmembrane,70.4464,70.5612
4033,Q9BUB7,2,medium transmembrane,72.1819,73.0378
4034,Q9BUF7,1,single-pass transmembrane,69.9107,70.3484
4035,Q9BUJ0,1,single-pass transmembrane,86.1849,86.7579
4036,Q9BUM1,9,large transmembrane,93.2001,93.2481
4037,Q9BUN8,5,medium transmembrane,79.9818,80.7465
4038,Q9BUR5,2,medium transmembrane,71.5126,72.0614
4039,Q9BUV8,3,medium transmembrane,71.2878,71.3012
4040,Q9BV10,12,large transmembrane,93.2958,93.4641
4041,Q9BV23,1,single-pass transmembrane,90.7985,90.9634
4042,Q9BV35,6,medium transmembrane,79.1224,79.6102
4043,Q9BV40,1,single-pass transmembrane,89.7451,90.4587
4044,Q9BV81,3,medium transmembrane,83.3711,83.0763
4045,Q9BV87,1,single-pass transmembrane,69.4983,70.0126
4046,Q9BVA6,1,single-pass transmembrane,83.5714,84.311
4047,Q9BVC6,2,medium transmembrane,68.0126,68.4255
4048,Q9BVG9,10,large transmembrane,81.541,82.578
4049,Q9BVH7,1,single-pass transmembrane,81.2416,82.0984
4050,Q9BVK2,14,large transmembrane,91.4492,91.8855
4051,Q9BVK6,1,single-pass transmembrane,83.7394,84.4874
4052,Q9BVK8,7,GPCR transmembrane,92.6316,92.5152
4053,Q9BVT8,3,medium transmembrane,66.4403,67.7117
4054,Q9BVV7,2,medium transmembrane,72.5174,72.85
4055,Q9BVV8,1,single-pass transmembrane,63.6445,63.9839
4056,Q9BVW6,1,single-pass transmembrane,66.2607,66.9509
4057,Q9BVX2,1,single-pass transmembrane,81.0642,81.1025
4058,Q9BW60,7,GPCR transmembrane,90.0853,90.6632
4059,Q9BW72,2,medium transmembrane,62.1942,61.4696
4060,Q9BWL3,1,single-pass transmembrane,73.0493,73.2554
4061,Q9BWM7,6,medium transmembrane,86.6448,86.6737
4062,Q9BWQ6,5,medium transmembrane,75.344,76.1667
4063,Q9BWQ8,7,GPCR transmembrane,77.8915,78.5193
4064,Q9BWV1,2,medium transmembrane,64.1828,64.8205
4065,Q9BWV2,3,medium transmembrane,58.2031,57.8544
4066,Q9BX59,1,single-pass transmembrane,79.1721,79.3847
4067,Q9BX67,1,single-pass transmembrane,85.2001,84.8315
4068,Q9BX73,1,single-pass transmembrane,80.2429,81.4429
4069,Q9BX74,3,medium transmembrane,82.158,82.9848
4070,Q9BX79,9,large transmembrane,77.6536,78.0843
4071,Q9BX84,6,medium transmembrane,65.159,65.5672
4072,Q9BX95,9,large transmembrane,80.9676,81.8956
4073,Q9BX97,1,single-pass transmembrane,81.3562,82.1057
4074,Q9BXA5,7,GPCR transmembrane,87.1495,87.1108
4075,Q9BXB1,7,GPCR transmembrane,78.4893,79.0092
4076,Q9BXC0,7,GPCR transmembrane,80.8365,80.8017
4077,Q9BXC1,7,GPCR transmembrane,84.2309,84.2611
4078,Q9BXE9,7,GPCR transmembrane,77.6931,77.6092
4079,Q9BXI2,7,GPCR transmembrane,88.4382,88.4331
4080,Q9BXJ7,1,single-pass transmembrane,80.5956,80.9399
4081,Q9BXJ8,6,medium transmembrane,89.4625,89.6519
4082,Q9BXK5,1,single-pass transmembrane,64.7185,65.4492
4083,Q9BXN2,1,single-pass transmembrane,77.9433,78.2914
4084,Q9BXP2,12,large transmembrane,81.2255,82.1506
4085,Q9BXQ6,8,large transmembrane,59.4432,61.4583
4086,Q9BXR5,1,single-pass transmembrane,83.4467,83.351
4087,Q9BXS0,2,medium transmembrane,57.4712,57.2856
4088,Q9BXS4,1,single-pass transmembrane,66.3606,66.3902
4089,Q9BXS9,13,large transmembrane,81.8394,82.0833
4090,Q9BXT2,4,medium transmembrane,78.1128,77.2799
4091,Q9BXU9,1,single-pass transmembrane,55.003,55.1548
4092,Q9BY07,12,large transmembrane,68.4028,69.2406
4093,Q9BY08,5,medium transmembrane,94.0084,94.0487
4094,Q9BY10,12,large transmembrane,80.8752,80.9606
4095,Q9BY15,7,GPCR transmembrane,80.3556,80.5578
4096,Q9BY19,4,medium transmembrane,72.0265,71.7297
4097,Q9BY21,7,GPCR transmembrane,81.3994,81.4052
4098,Q9BY50,2,medium transmembrane,87.5382,88.1225
4099,Q9BY64,1,single-pass transmembrane,92.7946,92.7875
4100,Q9BY67,1,single-pass transmembrane,80.5479,81.6101
4101,Q9BY71,1,single-pass transmembrane,83.7416,84.1514
4102,Q9BY78,2,medium transmembrane,75.5144,75.3405
4103,Q9BY79,1,single-pass transmembrane,71.152,71.7832
4104,Q9BYC5,1,single-pass transmembrane,92.0382,92.0883
4105,Q9BYE2,1,single-pass transmembrane,73.6992,75.221
4106,Q9BYE9,1,single-pass transmembrane,80.348,80.6502
4107,Q9BYF1,1,single-pass transmembrane,90.5717,91.0254
4108,Q9BYG0,1,single-pass transmembrane,91.8635,91.9158
4109,Q9BYH1,1,single-pass transmembrane,68.4805,69.1124
4110,Q9BYT1,12,large transmembrane,88.1808,88.0909
4111,Q9BYT9,10,large transmembrane,75.8254,76.2805
4112,Q9BYW1,12,large transmembrane,89.0117,88.6761
4113,Q9BZ11,1,single-pass transmembrane,74.8494,74.8853
4114,Q9BZ76,1,single-pass transmembrane,82.9131,83.4179
4115,Q9BZ97,1,single-pass transmembrane,71.1529,71.0603
4116,Q9BZA7,1,single-pass transmembrane,63.9545,64.2265
4117,Q9BZA8,1,single-pass transmembrane,64.009,64.4054
4118,Q9BZC5,2,medium transmembrane,67.7723,67.6516
4119,Q9BZC7,12,large transmembrane,71.6534,72.3389
4120,Q9BZD2,11,large transmembrane,81.8596,81.9369
4121,Q9BZD6,1,single-pass transmembrane,66.3918,66.5881
4122,Q9BZD7,1,single-pass transmembrane,63.2716,63.963
4123,Q9BZF1,2,medium transmembrane,70.2162,70.9443
4124,Q9BZG2,1,single-pass transmembrane,87.7575,88.4168
4125,Q9BZJ4,6,medium transmembrane,72.8405,72.7624
4126,Q9BZJ6,7,GPCR transmembrane,75.2963,75.764
4127,Q9BZJ7,7,GPCR transmembrane,76.4355,76.5113
4128,Q9BZJ8,7,GPCR transmembrane,70.8374,71.1655
4129,Q9BZL3,1,single-pass transmembrane,75.7788,76.275
4130,Q9BZM5,1,single-pass transmembrane,81.8182,83.1187
4131,Q9BZM6,1,single-pass transmembrane,80.8349,81.7673
4132,Q9BZV2,12,large transmembrane,81.7865,82.1684
4133,Q9BZV3,1,single-pass transmembrane,53.917,54.6242
4134,Q9BZW2,13,large transmembrane,82.3816,82.3158
4135,Q9BZW4,10,large transmembrane,91.4562,91.4936
4136,Q9BZW5,10,large transmembrane,92.7518,92.7227
4137,Q9BZW8,1,single-pass transmembrane,71.0824,71.234
4138,Q9BZZ2,1,single-pass transmembrane,76.3017,76.9875
4139,Q9C002,1,single-pass transmembrane,90.2042,89.8482
4140,Q9C0B5,4,medium transmembrane,59.5741,60.1455
4141,Q9C0E8,2,medium transmembrane,66.8004,68.2766
4142,Q9C0H2,5,medium transmembrane,79.4669,79.681
4143,Q9C0I4,1,single-pass transmembrane,67.2633,67.4408
4144,Q9C0J1,1,single-pass transmembrane,86.6711,87.3571
4145,Q9C0K1,8,large transmembrane,73.4358,73.7607
4146,Q9GIP4,3,medium transmembrane,77.9695,78.612
4147,Q9GZK3,7,GPCR transmembrane,78.954,78.6347
4148,Q9GZK4,7,GPCR transmembrane,85.7123,85.4281
4149,Q9GZK6,7,GPCR transmembrane,89.5785,89.4096
4150,Q9GZK7,7,GPCR transmembrane,86.263,86.3193
4151,Q9GZM5,5,medium transmembrane,70.5831,71.4831
4152,Q9GZM6,7,GPCR transmembrane,87.8313,88.1038
4153,Q9GZN0,7,GPCR transmembrane,75.5591,76.4861
4154,Q9GZN6,12,large transmembrane,79.7603,80.3057
4155,Q9GZP1,2,medium transmembrane,64.4647,63.8528
4156,Q9GZP7,8,large transmembrane,77.9099,77.8162
4157,Q9GZP9,6,medium transmembrane,82.2043,82.4539
4158,Q9GZQ4,7,GPCR transmembrane,80.2344,80.1386
4159,Q9GZQ6,7,GPCR transmembrane,76.9522,77.6373
4160,Q9GZR5,7,GPCR transmembrane,82.9257,84.0632
4161,Q9GZT6,1,single-pass transmembrane,81.9459,81.303
4162,Q9GZU1,6,medium transmembrane,81.4898,82.3934
4163,Q9GZU3,8,large transmembrane,73.2379,74.2864
4164,Q9GZV3,13,large transmembrane,83.5043,83.4821
4165,Q9GZW8,4,medium transmembrane,74.6311,73.8488
4166,Q9GZY4,1,single-pass transmembrane,88.0677,87.9637
4167,Q9GZY6,1,single-pass transmembrane,60.7547,61.1977
4168,Q9GZY8,1,single-pass transmembrane,62.9739,63.8041
4169,Q9GZZ6,4,medium transmembrane,82.4112,83.1398
4170,Q9H013,1,single-pass transmembrane,70.0157,70.064
4171,Q9H015,12,large transmembrane,85.6507,85.5371
4172,Q9H061,4,medium transmembrane,89.7217,89.5111
4173,Q9H0C2,6,medium transmembrane,90.0764,89.8688
4174,Q9H0C3,8,large transmembrane,74.8519,75.246
4175,Q9H0P0,1,single-pass transmembrane,91.7635,92.211
4176,Q9H0Q3,1,single-pass transmembrane,70.2718,70.3586
4177,Q9H0R3,1,single-pass transmembrane,84.7209,85.6847
4178,Q9H0U3,4,medium transmembrane,86.452,86.4376
4179,Q9H0V1,12,large transmembrane,84.1832,84.2516
4180,Q9H0V9,1,single-pass transmembrane,84.3756,84.8288
4181,Q9H0X4,1,single-pass transmembrane,80.8183,81.0957
4182,Q9H0X9,3,medium transmembrane,70.8174,71.94
4183,Q9H156,1,single-pass transmembrane,66.952,67.1078
4184,Q9H158,1,single-pass transmembrane,73.3258,73.6435
4185,Q9H159,1,single-pass transmembrane,78.6562,78.7615
4186,Q9H172,6,medium transmembrane,83.6379,84.1231
4187,Q9H195,1,single-pass transmembrane,49.1665,49.8879
4188,Q9H1A4,12,large transmembrane,76.5589,76.9604
4189,Q9H1B5,1,single-pass transmembrane,83.9279,84.862
4190,Q9H1C0,7,GPCR transmembrane,82.9579,83.6959
4191,Q9H1C3,1,single-pass transmembrane,88.0909,88.5822
4192,Q9H1C4,12,large transmembrane,79.6318,80.1788
4193,Q9H1D0,7,GPCR transmembrane,80.5685,80.7459
4194,Q9H1E5,2,medium transmembrane,71.7434,72.2374
4195,Q9H1K4,6,medium transmembrane,74.0374,74.1838
4196,Q9H1N7,10,large transmembrane,77.5849,77.3164
4197,Q9H1U4,1,single-pass transmembrane,65.5767,66.4452
4198,Q9H1U9,6,medium transmembrane,82.5462,82.9522
4199,Q9H1V8,12,large transmembrane,81.1679,81.63
4200,Q9H1X3,1,single-pass transmembrane,82.9426,83.7985
4201,Q9H1Y3,7,GPCR transmembrane,79.8305,80.8694
4202,Q9H1Z9,4,medium transmembrane,77.4117,77.6739
4203,Q9H205,7,GPCR transmembrane,85.3937,85.1358
4204,Q9H207,7,GPCR transmembrane,89.1076,89.2188
4205,Q9H208,7,GPCR transmembrane,84.8671,84.9853
4206,Q9H209,7,GPCR transmembrane,88.4329,88.3276
4207,Q9H210,7,GPCR transmembrane,87.278,87.0945
4208,Q9H221,6,medium transmembrane,80.3636,80.6976
4209,Q9H222,6,medium transmembrane,85.4986,85.9359
4210,Q9H228,7,GPCR transmembrane,77.5301,78.1929
4211,Q9H237,11,large transmembrane,89.4911,89.4197
4212,Q9H244,7,GPCR transmembrane,84.3771,85.0376
4213,Q9H252,6,medium transmembrane,67.2696,68.0137
4214,Q9H255,7,GPCR transmembrane,88.4032,88.5251
4215,Q9H293,1,single-pass transmembrane,78.988,79.128
4216,Q9H295,6,medium transmembrane,82.8259,82.9332
4217,Q9H2A7,1,single-pass transmembrane,64.7771,65.9756
4218,Q9H2A9,1,single-pass transmembrane,79.0687,79.8421
4219,Q9H2B2,1,single-pass transmembrane,73.1011,73.5644
4220,Q9H2B4,13,large transmembrane,82.5061,82.9834
4221,Q9H2C2,5,medium transmembrane,81.1694,82.2853
4222,Q9H2C5,7,GPCR transmembrane,89.2561,89.0893
4223,Q9H2C8,7,GPCR transmembrane,87.3112,87.3157
4224,Q9H2E6,1,single-pass transmembrane,70.2533,70.783
4225,Q9H2F3,1,single-pass transmembrane,93.7519,94.0
4226,Q9H2H9,11,large transmembrane,79.9324,79.8497
4227,Q9H2J7,12,large transmembrane,80.3314,80.7427
4228,Q9H2L4,4,medium transmembrane,77.3285,77.356
4229,Q9H2S1,6,medium transmembrane,76.5704,78.026
4230,Q9H2S6,1,single-pass transmembrane,69.6117,69.5718
4231,Q9H2U9,1,single-pass transmembrane,74.9628,75.1543
4232,Q9H2V7,12,large transmembrane,84.2053,84.6066
4233,Q9H2W1,4,medium transmembrane,73.8595,73.2467
4234,Q9H2X3,1,single-pass transmembrane,66.7365,67.2115
4235,Q9H2X9,10,large transmembrane,78.627,78.7393
4236,Q9H2Y9,12,large transmembrane,70.1818,70.6848
4237,Q9H300,7,GPCR transmembrane,77.7309,77.6838
4238,Q9H310,12,large transmembrane,92.0597,92.1316
4239,Q9H313,5,medium transmembrane,89.7906,89.9284
4240,Q9H330,12,large transmembrane,68.8208,69.5471
4241,Q9H339,7,GPCR transmembrane,89.2491,89.4273
4242,Q9H340,7,GPCR transmembrane,89.3512,89.431
4243,Q9H341,7,GPCR transmembrane,86.0617,86.0015
4244,Q9H342,7,GPCR transmembrane,65.5706,65.6088
4245,Q9H343,7,GPCR transmembrane,88.2379,88.3624
4246,Q9H344,7,GPCR transmembrane,90.851,90.7892
4247,Q9H346,7,GPCR transmembrane,87.8159,87.7189
4248,Q9H354,2,medium transmembrane,51.0873,51.3795
4249,Q9H3H5,10,large transmembrane,94.4762,94.2713
4250,Q9H3K2,8,large transmembrane,76.6763,76.0443
4251,Q9H3M0,5,medium transmembrane,79.9441,80.6716
4252,Q9H3N1,1,single-pass transmembrane,76.545,76.8971
4253,Q9H3N8,7,GPCR transmembrane,76.216,76.853
4254,Q9H3Q3,1,single-pass transmembrane,92.5985,93.0377
4255,Q9H3R1,1,single-pass transmembrane,91.2146,91.4207
4256,Q9H3R2,1,single-pass transmembrane,67.0325,67.7891
4257,Q9H3S1,1,single-pass transmembrane,84.0512,84.7778
4258,Q9H3S3,1,single-pass transmembrane,79.1956,79.5312
4259,Q9H3S5,12,large transmembrane,89.8907,89.6334
4260,Q9H3T2,1,single-pass transmembrane,71.6127,72.2849
4261,Q9H3T3,1,single-pass transmembrane,73.7483,74.7673
4262,Q9H3U5,12,large transmembrane,88.9591,89.3086
4263,Q9H3V2,4,medium transmembrane,76.397,76.4459
4264,Q9H3W5,1,single-pass transmembrane,84.0995,84.3023
4265,Q9H3Z4,1,single-pass transmembrane,73.1162,73.6392
4266,Q9H400,1,single-pass transmembrane,54.2509,54.6839
4267,Q9H427,4,medium transmembrane,79.7202,79.7542
4268,Q9H461,7,GPCR transmembrane,74.1103,76.6302
4269,Q9H490,12,large transmembrane,92.6285,92.7109
4270,Q9H4D0,1,single-pass transmembrane,79.0707,79.6038
4271,Q9H4F1,1,single-pass transmembrane,89.4067,89.713
4272,Q9H4I3,1,single-pass transmembrane,80.3538,80.6019
4273,Q9H4I9,1,single-pass transmembrane,72.5999,73.1528
4274,Q9H598,12,large transmembrane,77.6336,78.2427
4275,Q9H5J4,7,GPCR transmembrane,91.9099,92.0344
4276,Q9H5K3,1,single-pass transmembrane,91.6073,91.6574
4277,Q9H5V8,1,single-pass transmembrane,77.8124,78.3539
4278,Q9H5Y7,1,single-pass transmembrane,68.0,68.0058
4279,Q9H665,1,single-pass transmembrane,71.4753,72.3321
4280,Q9H6A9,14,large transmembrane,60.1209,61.2273
4281,Q9H6B4,1,single-pass transmembrane,76.8549,77.6128
4282,Q9H6B9,1,single-pass transmembrane,93.9818,94.0422
4283,Q9H6D3,8,large transmembrane,82.0797,82.4311
4284,Q9H6D8,1,single-pass transmembrane,69.7829,70.3411
4285,Q9H6F2,7,GPCR transmembrane,80.0291,81.0388
4286,Q9H6H4,3,medium transmembrane,64.5903,64.6064
4287,Q9H6L2,2,medium transmembrane,88.3024,88.5386
4288,Q9H6L5,6,medium transmembrane,61.2712,61.5767
4289,Q9H6R6,4,medium transmembrane,86.4517,86.6834
4290,Q9H6U8,11,large transmembrane,87.6465,88.2022
4291,Q9H6X2,2,medium transmembrane,71.8846,72.1591
4292,Q9H6X4,2,medium transmembrane,59.2529,58.9908
4293,Q9H6Y7,1,single-pass transmembrane,78.1818,78.7862
4294,Q9H720,13,large transmembrane,91.1121,91.2405
4295,Q9H741,1,single-pass transmembrane,82.1901,81.9392
4296,Q9H756,1,single-pass transmembrane,73.9083,73.8345
4297,Q9H7F0,10,large transmembrane,77.18,77.4337
4298,Q9H7F4,8,large transmembrane,78.8562,79.1642
4299,Q9H7M9,1,single-pass transmembrane,73.2871,73.8151
4300,Q9H7V2,1,single-pass transmembrane,54.1484,53.9038
4301,Q9H7X2,1,single-pass transmembrane,63.5411,64.4127
4302,Q9H813,2,medium transmembrane,79.5547,80.1082
4303,Q9H819,1,single-pass transmembrane,72.5971,72.4692
4304,Q9H841,9,large transmembrane,78.9789,79.5466
4305,Q9H8H3,1,single-pass transmembrane,96.0969,96.1214
4306,Q9H8J5,1,single-pass transmembrane,56.1622,56.5604
4307,Q9H8M5,3,medium transmembrane,70.2442,71.5885
4308,Q9H8M9,2,medium transmembrane,65.024,64.3796
4309,Q9H8P0,7,GPCR transmembrane,88.6303,89.2307
4310,Q9H8X9,4,medium transmembrane,73.2991,74.5299
4311,Q9H902,3,medium transmembrane,66.6907,67.3111
4312,Q9H920,6,medium transmembrane,83.2881,83.7686
4313,Q9H936,6,medium transmembrane,76.518,76.7491
4314,Q9H9B4,6,medium transmembrane,86.0129,86.1169
4315,Q9H9K5,1,single-pass transmembrane,44.4971,44.6606
4316,Q9H9P2,1,single-pass transmembrane,75.4023,76.3749
4317,Q9H9S3,10,large transmembrane,71.4026,71.6694
4318,Q9H9S5,1,single-pass transmembrane,94.0735,94.2315
4319,Q9H9V4,1,single-pass transmembrane,71.3086,71.8616
4320,Q9HA72,4,medium transmembrane,81.5883,81.9673
4321,Q9HA82,7,GPCR transmembrane,85.392,86.3035
4322,Q9HAB3,11,large transmembrane,82.9973,83.3057
4323,Q9HAR2,7,GPCR transmembrane,69.5109,70.033
4324,Q9HAS3,13,large transmembrane,80.326,80.2606
4325,Q9HAT1,1,single-pass transmembrane,68.6966,69.6429
4326,Q9HAV5,1,single-pass transmembrane,69.1939,69.566
4327,Q9HAW7,1,single-pass transmembrane,91.8812,92.0126
4328,Q9HAW8,1,single-pass transmembrane,91.7931,91.9403
4329,Q9HAW9,1,single-pass transmembrane,91.3357,91.4404
4330,Q9HB03,7,GPCR transmembrane,90.3568,90.5183
4331,Q9HB14,4,medium transmembrane,74.2128,74.9019
4332,Q9HB15,4,medium transmembrane,73.4467,73.7849
4333,Q9HB29,1,single-pass transmembrane,76.7868,77.4091
